Time [us],Protocol,Packet Length (Layer 3) [Byte]
130892067,IEC 60870-5 ASDU,292
130892068,IEC 60870-5 ASDU,252
130991746,IEC 60870-5 ASDU,292
130991747,IEC 60870-5 ASDU,252
131091795,IEC 60870-5 ASDU,292
131091796,IEC 60870-5 ASDU,252
131191770,IEC 60870-5 ASDU,292
131191770,IEC 60870-5 ASDU,252
131234112,TCP,46
131291754,IEC 60870-5 ASDU,292
131291755,IEC 60870-5 ASDU,252
131391920,IEC 60870-5 ASDU,292
131391921,IEC 60870-5 ASDU,252
131491851,IEC 60870-5 ASDU,292
131491851,IEC 60870-5 ASDU,252
131592043,IEC 60870-5 ASDU,292
131592044,IEC 60870-5 ASDU,252
131633449,TCP,46
131691714,IEC 60870-5 ASDU,292
131691715,IEC 60870-5 ASDU,252
131791812,IEC 60870-5 ASDU,292
131791812,IEC 60870-5 ASDU,252
131891764,IEC 60870-5 ASDU,292
131891765,IEC 60870-5 ASDU,252
131991766,IEC 60870-5 ASDU,292
131991767,IEC 60870-5 ASDU,252
132033630,TCP,46
132091690,IEC 60870-5 ASDU,292
132091690,IEC 60870-5 ASDU,252
132191495,IEC 60870-5 ASDU,292
132191495,IEC 60870-5 ASDU,252
132291796,IEC 60870-5 ASDU,292
132291798,IEC 60870-5 ASDU,252
132391688,IEC 60870-5 ASDU,292
132391688,IEC 60870-5 ASDU,252
132433985,TCP,46
132491613,IEC 60870-5 ASDU,292
132491614,IEC 60870-5 ASDU,252
132591566,IEC 60870-5 ASDU,292
132591567,IEC 60870-5 ASDU,252
132691248,IEC 60870-5 ASDU,292
132691248,IEC 60870-5 ASDU,252
132791647,IEC 60870-5 ASDU,292
132791648,IEC 60870-5 ASDU,252
132833684,TCP,46
132891286,IEC 60870-5 ASDU,292
132891287,IEC 60870-5 ASDU,252
132991883,IEC 60870-5 ASDU,292
132991884,IEC 60870-5 ASDU,252
133091579,IEC 60870-5 ASDU,292
133091580,IEC 60870-5 ASDU,252
133191762,IEC 60870-5 ASDU,292
133191763,IEC 60870-5 ASDU,252
133233633,TCP,46
133291693,IEC 60870-5 ASDU,292
133291693,IEC 60870-5 ASDU,252
133391544,IEC 60870-5 ASDU,292
133391545,IEC 60870-5 ASDU,252
133491605,IEC 60870-5 ASDU,292
133491605,IEC 60870-5 ASDU,252
133591226,IEC 60870-5 ASDU,292
133591227,IEC 60870-5 ASDU,252
133633652,TCP,46
133691076,IEC 60870-5 ASDU,292
133691076,IEC 60870-5 ASDU,252
133791547,IEC 60870-5 ASDU,292
133791548,IEC 60870-5 ASDU,252
133891409,IEC 60870-5 ASDU,292
133891410,IEC 60870-5 ASDU,252
133991468,IEC 60870-5 ASDU,292
133991468,IEC 60870-5 ASDU,252
134033180,TCP,46
134091417,IEC 60870-5 ASDU,292
134091417,IEC 60870-5 ASDU,252
134191236,IEC 60870-5 ASDU,292
134191236,IEC 60870-5 ASDU,252
134291038,IEC 60870-5 ASDU,292
134291038,IEC 60870-5 ASDU,252
134401325,IEC 60870-5 ASDU,292
134401325,IEC 60870-5 ASDU,252
134433619,TCP,46
134491221,IEC 60870-5 ASDU,292
134491221,IEC 60870-5 ASDU,252
134591018,IEC 60870-5 ASDU,292
134591019,IEC 60870-5 ASDU,252
134691155,IEC 60870-5 ASDU,292
134691156,IEC 60870-5 ASDU,252
134791317,IEC 60870-5 ASDU,292
134791318,IEC 60870-5 ASDU,252
134833673,TCP,46
134891267,IEC 60870-5 ASDU,292
134891267,IEC 60870-5 ASDU,252
134991433,IEC 60870-5 ASDU,292
134991434,IEC 60870-5 ASDU,252
135091456,IEC 60870-5 ASDU,292
135091457,IEC 60870-5 ASDU,252
135191062,IEC 60870-5 ASDU,292
135191063,IEC 60870-5 ASDU,252
135233118,TCP,46
135291107,IEC 60870-5 ASDU,292
135291107,IEC 60870-5 ASDU,252
135391073,IEC 60870-5 ASDU,292
135391073,IEC 60870-5 ASDU,252
135491001,IEC 60870-5 ASDU,292
135491002,IEC 60870-5 ASDU,252
135590916,IEC 60870-5 ASDU,292
135591070,IEC 60870-5 ASDU,252
135633575,TCP,46
135691017,IEC 60870-5 ASDU,292
135691017,IEC 60870-5 ASDU,252
135790952,IEC 60870-5 ASDU,292
135790953,IEC 60870-5 ASDU,252
135891020,IEC 60870-5 ASDU,292
135891020,IEC 60870-5 ASDU,252
135990826,IEC 60870-5 ASDU,292
135990827,IEC 60870-5 ASDU,252
136042618,TCP,46
136090940,IEC 60870-5 ASDU,292
136090940,IEC 60870-5 ASDU,252
136190662,IEC 60870-5 ASDU,292
136190791,IEC 60870-5 ASDU,252
136290887,IEC 60870-5 ASDU,292
136290888,IEC 60870-5 ASDU,252
136390753,IEC 60870-5 ASDU,292
136390753,IEC 60870-5 ASDU,252
136490726,IEC 60870-5 ASDU,292
136490727,IEC 60870-5 ASDU,252
136591237,IEC 60870-5 ASDU,292
136591237,IEC 60870-5 ASDU,252
136690838,IEC 60870-5 ASDU,292
136690838,IEC 60870-5 ASDU,252
136791007,IEC 60870-5 ASDU,292
136791007,IEC 60870-5 ASDU,252
136883002,TCP,46
136890767,IEC 60870-5 ASDU,292
136890768,IEC 60870-5 ASDU,252
136991054,IEC 60870-5 ASDU,292
136991054,IEC 60870-5 ASDU,252
137090908,IEC 60870-5 ASDU,292
137090909,IEC 60870-5 ASDU,252
137190974,IEC 60870-5 ASDU,292
137190975,IEC 60870-5 ASDU,252
137252842,TCP,46
137301021,IEC 60870-5 ASDU,292
137301021,IEC 60870-5 ASDU,252
137390787,IEC 60870-5 ASDU,292
137390787,IEC 60870-5 ASDU,252
137490797,IEC 60870-5 ASDU,292
137490798,IEC 60870-5 ASDU,252
137590928,IEC 60870-5 ASDU,292
137590928,IEC 60870-5 ASDU,252
137683138,TCP,46
137691200,IEC 60870-5 ASDU,292
137691200,IEC 60870-5 ASDU,252
137790669,IEC 60870-5 ASDU,292
137790793,IEC 60870-5 ASDU,252
137890871,IEC 60870-5 ASDU,292
137890872,IEC 60870-5 ASDU,252
137990836,IEC 60870-5 ASDU,292
137990836,IEC 60870-5 ASDU,252
138032958,TCP,46
138090842,IEC 60870-5 ASDU,292
138090842,IEC 60870-5 ASDU,252
138190768,IEC 60870-5 ASDU,292
138190768,IEC 60870-5 ASDU,252
138290736,IEC 60870-5 ASDU,292
138290737,IEC 60870-5 ASDU,252
138390831,IEC 60870-5 ASDU,292
138390832,IEC 60870-5 ASDU,252
138433034,TCP,46
138491120,IEC 60870-5 ASDU,292
138491121,IEC 60870-5 ASDU,252
138506817,TCP,46
138514678,IEC 60870-5-104,46
138591067,IEC 60870-5 ASDU,292
138591068,IEC 60870-5 ASDU,252
138691072,IEC 60870-5 ASDU,292
138691073,IEC 60870-5 ASDU,252
138790567,IEC 60870-5 ASDU,292
138790567,IEC 60870-5 ASDU,252
138882724,TCP,46
138891055,IEC 60870-5 ASDU,292
138891056,IEC 60870-5 ASDU,252
138990754,IEC 60870-5 ASDU,292
138990757,IEC 60870-5 ASDU,252
139090720,IEC 60870-5 ASDU,292
139090721,IEC 60870-5 ASDU,252
139190705,IEC 60870-5 ASDU,292
139190705,IEC 60870-5 ASDU,252
139246654,TCP,46
139290902,IEC 60870-5 ASDU,292
139290904,IEC 60870-5 ASDU,252
139391167,IEC 60870-5 ASDU,292
139391167,IEC 60870-5 ASDU,252
139491163,IEC 60870-5 ASDU,292
139491164,IEC 60870-5 ASDU,252
139591202,IEC 60870-5 ASDU,292
139591203,IEC 60870-5 ASDU,252
139643196,TCP,46
139691117,IEC 60870-5 ASDU,292
139691117,IEC 60870-5 ASDU,252
139801707,IEC 60870-5 ASDU,292
139801708,IEC 60870-5 ASDU,252
139890878,IEC 60870-5 ASDU,292
139890878,IEC 60870-5 ASDU,252
139990932,IEC 60870-5 ASDU,292
139990932,IEC 60870-5 ASDU,252
140090996,IEC 60870-5 ASDU,292
140090996,IEC 60870-5 ASDU,252
140181134,IEC 60870-5 ASDU,292
140181134,IEC 60870-5 ASDU,252
140290477,IEC 60870-5 ASDU,292
140290478,IEC 60870-5 ASDU,252
140390887,IEC 60870-5 ASDU,292
140390888,IEC 60870-5 ASDU,252
140490428,IEC 60870-5 ASDU,292
140490428,IEC 60870-5 ASDU,252
140580791,IEC 60870-5 ASDU,292
140580792,IEC 60870-5 ASDU,252
140690376,IEC 60870-5 ASDU,292
140690376,IEC 60870-5 ASDU,252
140790747,IEC 60870-5 ASDU,292
140790747,IEC 60870-5 ASDU,252
140883162,TCP,46
140890796,IEC 60870-5 ASDU,292
140890796,IEC 60870-5 ASDU,252
140990731,IEC 60870-5 ASDU,292
140990732,IEC 60870-5 ASDU,252
141090699,IEC 60870-5 ASDU,292
141090700,IEC 60870-5 ASDU,252
141190846,IEC 60870-5 ASDU,292
141190848,IEC 60870-5 ASDU,252
